utterance,dishname_first (score),dishname_second (score),dishname_third (score),ingredient_first (score),ingredient_second (score),ingredient_third (score)
Is itopride before or after food or between food?,itopride (0.65),or after food or between food (0.78),none,none,none,none
How come my sodium and saturated fat intake is high even though I eat healthy?,sodium and saturated fat intake (1.00),high (0.60),none,healthy (0.95),none,none
Why is the butter I made not potent enough?,butter (1.00),none,none,potent enough (0.64),none,none
What should you eat everyday to stay healthy?,everyday (0.50),healthy (0.52),none,none,none,none
How long should I wait between breakfast and a workout?,breakfast (0.98),workout (0.49),none,none,none,none
My therapist started eating lunch during our session. It was a full dinner plate of salmon and sides. I told her I felt like she didn’t give me her full attention. How bad is it for her to have done this?,lunch (1.00),session (0.79),it (0.54),none,none,none
Is Tabasco a good sauce to put on sardines?,tabasco (0.99),sauce (0.99),sardines (0.92),none,none,none
Did McDonald's give me food poisoning?,food (1.00),none,none,mcdonald's (0.96),poisoning (0.57),none
Why do eggs and pineapples not go together?,eggs and pineapples not go together (0.93),none,none,none,none,none
What country is most famous for chocolate?,none,none,none,chocolate (1.00),none,none
What if your school cafeteria ladies refuse to serve kids lunch and go on a strike for higher pay?,school cafeteria ladies (0.98),kids lunch (1.00),pay (0.98),higher (0.95),none,none
Where does Chik-Fil-A get its chicken from? Is it Tyson?,chik - fil - a get its chicken from (0.98),? (1.00),none,tyson (0.98),none,none
Can vegans eat meringue since only the yolk grows to be a chick and not the egg white?,vega (0.97),meringue since only the yolk grows to be a (1.00),chick (0.72),none,none,none
How much ice cream is in a scoop?,scoop (1.00),none,none,ice cream (1.00),in (0.61),none
What would happen if I injected guacamole in my bloodstream?,guacamole in (0.99),bloodstream (1.00),none,none,none,none
Can you eat rusty lettuce?,rusty lettuce (1.00),none,none,none,none,none
Why is eating too much pizzas and burgers bad for you?,too much (0.80),pizzas and burgers (0.95),none,none,none,none
Can you get a sausage that's like a haggis in size that's cooked in an oven?,sausage (1.00),' s like a haggis in size that's (0.95),in an oven (0.90),cooked (0.60),none,none
Can I eat raw mango during a fever?,raw mango during (1.00),fever (1.00),none,none,none,none
What happens to your body if you never eat vegetables?,body (0.37),vegetables (1.00),none,none,none,none
Are ham shank bones okay for my dog to chew on?,ham shank bones (1.00),dog (0.96),on (0.65),none,none,none
Can DoorDash pick up multiple orders?,doordash (0.98),multiple orders (1.00),none,none,none,none
"If a restaurant customer drops their food on the floor accidentally (like a whole burger), should the restaurant replace it or should the customer?",restaurant customer (0.99),food on the floor accidentally ( like a whole burger ) (0.93),restaurant (0.62),it (0.60),customer (0.92),none
"Science has discovered how to make all kinds of candy very healthy, a meal in itself, low calorie, sustainable and tastes as good as before. What are you having for dinner and how often do you have it each week?","all kinds of candy very healthy, a meal in itself, low calorie, sustainable and (1.00)",dinner (0.91),often (0.99),tastes (0.43),good (0.94),before (0.59)
"If I eat in small portions, like cutting it in halves or in quarters, without counting the calorie content of every food, can I still lose weight?",small portions (0.80),it in halves or in quarters (0.95),every food (0.59),counting (1.00),calorie content (0.98),weight (1.00)
What do you eat on a raw food diet?,raw food (1.00),none,none,none,none,none
"If you ordered pamplemousse in a French restaurant, what would you be served?",pamplemousse in a french restaurant (1.00),none,none,none,none,none
How do I shut down radical vegans claiming that eating meat is abusing animals?,radical vegans claiming (0.97),meat is abusing (0.80),none,animals (0.81),none,none
If you left macaroni and cheese out for less than 24 hours and then put it in the fridge is it still good?,macaroni and cheese out for less than 24 hours (0.97),it (0.97),fridge (0.39),good (0.63),none,none
There is a warning on the back of some seaweed I bought saying it can expose you to cadmium and lead. Is this something I should be worried about?,back (0.45),seaweed i bought saying it can (1.00),##mium and lead (1.00),cad (0.98),none,none
"I was crushing dried catnip leaves and there was fine almost powdered catnip on the end of the pestle, so I snorted it, is this fine?",dried catnip leaves (1.00),there was (0.76),almost powdered catnip on the end of the pestle (1.00),fine (0.59),fine (0.31),none
Is white rice and chicken a good diet for losing weight?,white rice and chicken (1.00),weight (0.86),none,losing (0.96),none,none
Which tribe has the best soup in Nigeria?,tribe (0.47),the best soup (0.99),nigeria (0.95),none,none,none
"If peanuts were a true nut, would people still have allergies to them?",peanuts (1.00),true nut (1.00),people (0.37),allergies to them (0.88),none,none
Is McDonald's selling frozen or fresh burgers?,mcdonald's selling frozen or fresh burgers (0.96),none,none,none,none,none
Why should not eat mango and milk together?,mango and milk together (1.00),none,none,none,none,none
Is it arduous to form baby food?,baby food (1.00),none,none,ar (0.88),none,none
Is it okay to eat expired cereal?,expired cereal (1.00),none,none,none,none,none
What should I eat before a water fast?,water fast (1.00),none,none,none,none,none
Why is it okay to eat cheese if it's moldy but not other foods?,cheese if it's moldy but not other foods (0.99),none,none,none,none,none
What can my wife do about finding a band aid in her food from a fast food restaurant?,band aid in her food from a fast food restaurant (1.00),none,none,none,none,none
What does it mean to have a dream about seeing someone eating lots of salad?,eating lots of salad (0.88),none,none,none,none,none
What do you eat every day?,none,none,none,none,none,none
Why dont I feel hungry ever? (recovering from an eating disorder),hungry ever? ( recovering (0.99),disorder ) (0.97),none,eating (0.59),none,none
"When you bake a layer cake in standard cake pans, should you put the cake pans straight on the oven rack or on a cookie sheet that goes on the oven rack?",layer cake in standard cake pans (1.00),cake pans straight on the oven rack (1.00),cookie sheet that goes on (0.96),none,none,none
How much bread is in a bagel?,bagel? (1.00),none,none,bread (0.52),none,none
How can I lose belly fat while eating fast food?,fat (0.94),fast food (1.00),none,belly (0.98),none,none
What would you eat at 3 am?,3 am (0.88),none,none,none,none,none
What nuts are bad for cats?,cats (0.91),none,none,nuts (0.45),none,none
Does breakfast sausage go bad in the refrigerator?,breakfast sausage (1.00),bad in the refrigerator (0.99),none,none,none,none
What is the best way to store mushrooms at home?,mushrooms (1.00),none,none,none,none,none
Why do people eat corn starch right out the box?,corn starch right out the box (1.00),none,none,none,none,none
I started hating people who consume beef. Is that right or wrong?,beef (1.00),right or wrong (0.50),none,none,none,none
"When invited to someone's home to dinner, is it rude to ask to take food home?",food (0.74),none,none,home (0.31),none,none
What are some emotions that affect food choices?,food choices (0.79),none,none,emotions (1.00),none,none
How much protein does 100 gm of paneer have?,100 gm of paneer (1.00),none,none,protein (1.00),none,none
Which Burger King outlets accept EBT?,burger king outlets (1.00),##bt? (0.75),none,e (1.00),none,none
"I am conducting a survey for males vs females. If male, how many pizza toppings do you like on your pizza? If female, how many pizza toppings do you like on your pizza?",males vs females (0.99),male (0.79),many pizza toppings (0.98),none,none,none
What does vanilla sugar do in baking?,vanilla sugar (1.00),none,none,baking (0.82),none,none
Is free range meat tougher?,free range meat tougher (0.96),none,none,none,none,none
"What are some tips for someone in their second trimester but is still lacking an appetite, like can literally go a day without eating?",second trimester (0.77),day (0.75),none,appetite (0.98),like (0.23),eating (1.00)
Can banana be eaten with curd?,banana (1.00),none,none,curd (0.97),none,none
"Why has the UK banned the export (to the EU.) of raw meats (sausages, etc.) except frozen meats?",uk (0.60),export ( (0.66),"eu. ) of raw meats ( sausages, etc. ) except frozen meats (0.98)",none,none,none
What are some fruits and vegetables that start with an f?,fruits (0.67),that (0.62),with an (0.77),and vegetables (0.77),f (0.63),none
How do I avoid mold on food?,food (0.77),none,none,mold on (0.94),none,none
What part of the cow is 'tomahawk steak'?,cow (1.00),tomahawk steak ' (1.00),none,none,none,none
How long does it take to cook frozen taquitos in an air fryer?,frozen taquitos in an air fryer (1.00),none,none,none,none,none
My cat won't eat vegan food. What is wrong?,cat (0.98),vegan food (1.00),none,wrong (0.62),none,none
Is it legal for a landlord to enter your apartment and watch your TV and eat your food? I came home to find my landlord sitting on my couch eating my potato chips… he told me he can because he owns the property.,landlord (0.77),apartment (0.74),tv (0.71),property (0.44),none,none
Are there any good fictional depictions (humorous or serious) of the first person to eat cheese?,humorous or serious (0.69),the first person (0.62),cheese (1.00),good fictional depictions (0.86),) (0.82),none
"I am really hungry, but have no food at the moment. What can help me forget my hunger?",none,none,none,food (1.00),hunger (0.82),none
My son (16 years old) won’t stop asking me to feed him chicken dippers every night. We’ve had them every night for the last 2 weeks and I feel enough is enough. He only eats fast food. What should I do?,16 years old ) (0.68),’ (0.35),chicken dippers every night (0.94),them (0.82),enough is (0.72),none
"What has happened to Pizza Hut pizza? It was so good in the 80s and 90s, but now it’s practically inedible.",pizza hut pizza (1.00),it was so good in the 80s and 90s (0.95),##ible (0.85),in (0.59),##ed (0.76),none
Is it okay to only eat meat and vegetables at 13?,meat and vegetables at 13? (0.87),none,none,none,none,none
"If a Muslim cannot eat halal, is it okay to eat kosher?",muslim (0.99),halal (1.00),kosher (1.00),none,none,none
What can I do if I ate an undercooked hamburger and have stomach issues?,undercooked hamburger (1.00),issues (1.00),none,stomach (1.00),none,none
Can you fry chicken with mustard oil?,chicken with mustard oil (1.00),none,none,none,none,none
Will a restaurant make more tip if the tip options are quantified through percentage vs fixed dollar amounts?,restaurant make more tip if the tip options are quantified through percentage vs fixed dollar amounts (1.00),none,none,none,none,none
Why does my weight always go up after I eat Chinese food?,chinese food (1.00),none,none,weight (1.00),none,none
Which veggies grill best?,ve (0.99),##ggies grill best? (0.86),none,none,none,none
Is it possible to make chocolate milk from 100% cacao powder?,chocolate milk from 100 % cacao powder (1.00),none,none,none,none,none
"Can grains used as chicken feed be fermented then dried? If yes, what's the best way to do that?",grains (0.74),chicken feed be fermented then dried? (0.97),yes (0.99),none,none,none
Where can you buy the best bagels in California?,the best bagels in california (1.00),none,none,none,none,none
How many carbs are in a Boston cream donut?,##bs (1.00),boston cream donut? (1.00),none,car (1.00),none,none
What dessert goes with fried chicken?,dessert (0.35),? (0.94),none,fried chicken (0.83),none,none
Can yeast be added in cake making?,cake (1.00),none,none,yeast (1.00),added (0.50),making (0.50)
I ate an Apple pie that was left in it's package at room temperature for 24 hours. Will I get food poisoning?,apple pie that was left in it's package at room (0.98),hours (0.51),poisoning (1.00),24 (0.66),food (0.95),none
Can you mix baking powder and vinegar?,baking powder and vinegar (1.00),none,none,none,none,none
"Does packaged sausage, like Jimmy Dean sausage, stay good past the expiration date? If so, then how long?",packaged sausage (1.00),like jimmy dean sausage (0.96),stay good past the expiration date (0.92),none,none,none
"Every day, I typically eat 6oz of salmon, 4-6 veggie meatballs, and 6oz of blueberries. Am I eating too much food?","6oz of salmon, 4 - 6 veggie meatballs, and 6oz of blueberries (1.00)",none,none,food (0.99),none,none
What is the best way to store prawns?,prawns (1.00),none,none,none,none,none
At what age can a child eat goldfish?,child (1.00),goldfish? (0.99),none,none,none,none
Should restaurants allow customers to change/take off food items from the meal they want to order?,restaurants (0.50),customers (0.71),/ take off food items from the meal (0.87),none,none,none
"How do picky eaters deal with social dinners for work, dates, etc.?",picky eater (1.00),"for work, dates, etc (0.87)",none,social dinners (0.97),. (0.64),none
"If my neighbor’s chicken comes into my yard, do I have the right to eat it? Was it not trespassing?",neighbor ’ s chicken (0.99),yard (0.69),it (0.54),tres (0.61),##pass (0.63),none
What local specialty does your country have?,country (0.45),none,none,local specialty (0.92),none,none
Do you enjoy eating dinner alone sometimes?,dinner alone (0.85),none,none,none,none,none
"How can I live healthy and make sure I get the carbonhydrates I need, when I can't eat gluten or starch?",carbonhydrates (0.85),i can't eat gluten or starch (0.94),none,none,none,none
In what ways is being a vegetarian counterproductive in the fight to end climate change?,vegetarian counterproductive in the fight to end climate change (0.96),none,none,none,none,none
What are the effects of more people watching cooking shows?,people (0.90),cooking shows (1.00),none,none,none,none
"Why do some dog owners refuse to feed their dogs regular ""human-food""?",dog owners (1.00),"dogs regular "" human - food "" (1.00)",none,none,none,none
"If you let your child eat in the car, how often do they cause a mess after eating?",child (0.84),car (0.50),mess (0.55),eating (0.98),none,none
"Do Italians make ""one-pot"" pasta dishes like this one?   https://www.myrecipes.com/recipe/pasta-tomato-basil-sauce","one - pot "" pasta dishes like this one (1.00)",myrecipes. com / recipe (0.98),pasta - tomato - basil - sauce (0.98),none,none,none
Does Jesus eat carbs?,jesus (0.80),##bs (0.99),none,car (0.81),none,none
What should be the first thing to drink in the morning?,morning (0.49),none,none,none,none,none
What kinds of foods contain hidden fats?,foods (1.00),none,none,hidden fats? (1.00),none,none
Can you order from multiple restaurants at one go on Swiggy?,multiple restaurants (0.98),one go on swiggy (1.00),none,none,none,none
"Why do all Pho soups taste the same? Also, will I get hated if I eat everything off of my noodle soup except for the soup itself?",pho soups (1.00),same (0.43),everything off of (0.81),hated (0.60),none,none
Was anyone else's cat/s obsessed with food right after adoption?,cat / s obsessed (0.99),right (0.29),none,food (1.00),adoption (0.88),none
What is your favorite Jewish food?,favorite jewish food (0.97),none,none,none,none,none
"I’m 17, I dieted a lot in my past years. When I decided to go into normal eating, I realised I don’t know when/how to eat. How do I eat normally & still lose weight?",normal eating (0.95),i (0.72),’ (0.54),when / (0.53),weight (1.00),none
Could I stay skinny if I workout 5 times a week and eat 1 meal a day (and after throw it up)?,skinny (0.68),5 times a week (0.89),1 meal a day ( and after throw it up ) (0.83),none,none,none
Why do Americans not like to eat durian fruit?,durian fruit? (1.00),none,none,none,none,none
"Does your spouse want you to cook all of the meals at home, even though they’re a better cook than you?",all of the meals (1.00),they ’ (0.71),none,spouse (0.44),none,none
"What if Subway was giving free sandwiches? If you could eat a $5 footlong in less than 5 minutes you get it for free, but if you failed you had to pay the $5 dollars. Would you participate?",free sandwiches (0.99),$ 5 footlong in less than 5 minutes (1.00),$ 5 dollars (1.00),subway (0.67),failed (0.59),none
How can a paper popcorn box be replaced?,paper popcorn box (1.00),replaced (0.74),none,none,none,none
Is it true that US soldiers get food airdropped to them every day?,soldiers (0.61),food airdropped to them every day (0.84),none,none,none,none
Can takis kill you?,none,none,none,takis (0.97),none,none
How do you keep the crust of a frozen pizza from burning?,crust (1.00),frozen pizza from (0.95),none,burning (0.98),none,none
At what temperature will an egg instantly boil?,egg instantly boil (1.00),none,none,none,none,none
Why do Americans eat with just a fork and not a knife and fork?,americans (0.86),none,none,just (1.00),fork (0.96),knife and fork (0.87)
Why isn't honey suitable for vegans?,honey (0.51),vegans (0.99),none,none,none,none
"Why are the meat-free, meat-style meals twice as expensive as real meat?","meat - free, meat - style meals twice as expensive (1.00)",real meat (0.96),none,none,none,none
How can meat production contribute to global warming when it's part of the biogenic cycle?,global warming when it (0.83),biogenic cycle (0.87),none,meat production (0.93),none,none
Can I whip cream that is past its use by date?,cream (0.98),none,none,date (0.99),none,none
"What’s the specialty food in Birmingham, AL?","specialty food in birmingham, al? (1.00)",none,none,none,none,none
What are the cuisines of North Korea?,north korea (1.00),none,none,none,none,none
How long does it take for a dog to get used to new food?,dog (1.00),used (0.50),none,new food (1.00),none,none
What foods and drinks should I remove to lose weight?,foods (0.51),none,none,drinks (0.88),weight (0.74),none
Is there a database that gives the bar codes/ UPC codes mapping to ingredients of packed foods?,bar codes / upc codes mapping to ingredients of packed foods (1.00),none,none,none,none,none
Is cooking shirtless a bad idea? I accidentally touched my tummy with a hot frying pan and burned the skin slightly.,shirtless (1.00),tummy with a hot frying pan (0.97),slightly (0.90),skin (0.66),none,none
I want to try being a vegetarian for a week. What are some tips to do this?,none,none,none,tips (0.99),none,none
Is it healthy to eat pizza daily?,pizza daily (1.00),none,none,none,none,none
Are Starbucks sugar-free syrups good?,starbucks sugar - free syrups good (0.99),none,none,none,none,none
How do you say “Chinese food” in Chinese?,“ chinese food ” in chinese? (0.91),none,none,none,none,none
Who does buy fresh vegetables?,fresh vegetables (1.00),none,none,none,none,none
What is the best way to not feel hungry/ignore being hungry?,hungry / (0.66),hungry (0.36),none,none,none,none
How do you eat Vegemite like an Aussie?,vegemite like an aussie? (1.00),none,none,none,none,none
Can a cat eat chicken eggs?,cat (1.00),chicken eggs (1.00),none,none,none,none
Why are UK kebab shops allowed to advertise chips when they're actually selling fries?,uk kebab shops (1.00),advertise chips when they're actually selling fries (1.00),none,none,none,none
Is goat meat bad for health?,goat meat (0.88),none,none,health (1.00),none,none
What foods reduce pores on the face?,foods (0.45),none,none,pores on the face (0.92),none,none
"My dog just ate 3 sugared donuts, what should I do?",dog (0.90),3 sugared donuts (1.00),none,none,none,none
What food was ruined for you (you can't eat anymore) since trying the nicer/fancier version?,( you can't eat anymore ) (0.94),nicer / fancier version (1.00),none,food (0.79),none,none
Can a dog eat too much of a good thing?,dog (1.00),much of a good thing (1.00),none,none,none,none
What does the wait staff in fine dining restaurants think of people who want to take their leftovers home?,wait staff in fine dining restaurants (0.93),##overs home (0.85),none,left (0.50),none,none
"A new waitress at my favorite restaurant read my order back to me, but I wasn't listening because everyone usually knows what I order. The order came out wrong, but the manager still charged me extra to fix it. Is this standard business practice?",favorite restaurant (0.50),order (0.38),order (0.74),manager (0.32),extra (0.36),none
Are potatoes used in Chinese cooking?,chinese cooking (0.96),none,none,potatoes (0.82),none,none
How do you get the fishy taste out of salmon?,fishy taste out of salmon (1.00),none,none,none,none,none
What is the most difficult vegetable to extract oil from?,most (0.70),difficult (0.52),vegetable (0.80),none,none,none
When do McDonald’s sauces expire?,mcdonald ’ s sauces expire (1.00),none,none,none,none,none
Is BBQ as expensive to make as restaurants charge for it ($20 for two meats and sides)?,bbq (0.75),restaurants charge for it ( $ 20 for two meats and sides ) (0.99),none,none,none,none
What is the difference between chicken eggs and the eggs we eat?,chicken eggs and the eggs we (0.97),none,none,none,none,none
How frequently do you take snacks and drink in your pocket inside a movie theater to save money?,snacks and drink in your pocket inside (0.92),movie theater (0.97),none,money (0.82),none,none
How do I get my Asian parents to stop commenting on how and what I eat? They always nag at me for eating at a later time or how much I eat even if it has a good amount of calories and it’s healthy.It really upsets me :(,asian parents (1.00),and what i eat (0.96),much (1.00),how (0.99),##ories (0.53),it (0.43)
Does it matter if you use brown sugar or white sugar in cookies?,brown sugar or white sugar in cookies (1.00),none,none,none,none,none
When was tartar sauce invented and by who?,tartar sauce invented (0.97),none,none,none,none,none
Is kaopectate used to stop nausea from food poisoning? Can you take Gravol at the same time?,##opectate (0.75),nausea from food poisoning (1.00),gravol (0.99),ka (0.97),none,none
How do I say ‘have you eaten dinner’?,dinner ’ (1.00),none,none,none,none,none
What is the healthiest way to cook frozen vegetables?,health (0.97),frozen vegetables (1.00),none,none,none,none
Do the Russians eat/make sauerkraut?,russians (0.96),/ make sauerkraut? (0.97),none,none,none,none
What made you learn to cook?,none,none,none,none,none,none
"What is a Korean steakhouse with grilled cook your own food in Times Square, New York City?",korean steakhouse with grilled cook your own food (1.00),"times square, new york city (1.00)",none,none,none,none
Do you like a nice crusty bloomer for breakfast? I like to cut my own.,nice crusty bloomer for breakfast (1.00),own (0.99),none,none,none,none
Is salt a necessary part of the human diet?,human (0.98),none,none,salt (1.00),none,none
How do I saute spinach with olive oil?,spinach with olive oil? (0.95),none,none,sa (0.83),none,none
"Are broccoli, spinach, and cabbage the best vegetables for you to eat?","broccoli, spinach, and cabbage the best (0.88)",none,none,vegetables (0.75),none,none
"If a food has a strong smell and taste, if anything at all, what can that tell you about whether or not you should be eating it?",food (1.00),none,none,"strong smell and taste, if anything (0.98)",all (0.36),that (0.62)
Should I feed my pet alien?,pet alien (1.00),none,none,none,none,none
Is chocolate milk unhealthy if you're addicted to it?,chocolate milk unhealthy (0.96),none,none,it (1.00),none,none
"I have heard that frozen pizzas have aluminum added to the cheese. Typically, is there aluminum added to the cheese of restaurant (take out and delivery included) pizza also?",frozen pizzas have (1.00),the cheese (0.95),to the cheese of restaurant ( take out and delivery included ) pizza also (0.98),aluminum added to (0.77),aluminum added (0.98),none
Why can’t we buy chicken breasts with the skin on? Are the poor chickens grown skinless?,chicken breasts with the skin on (1.00),poor chickens grown skinless? (0.98),none,none,none,none
Is it safe to eat cooked chicken that’s been left out overnight?,cooked chicken that ’ s been left out overnight (1.00),none,none,none,none,none
What foods and drinks do you find weird and bizarre?,drinks (0.95),weird and bizarre? (0.98),none,foods (0.75),none,none
What are some African foods that have low calories?,african foods (1.00),none,none,low calories (0.95),none,none
I gag during and after eating food. Is this normal?,food (0.97),normal (0.61),none,none,none,none
What can you do if you have a one-year-old who refuses to eat baby food?,one - year - old who refuses (1.00),eat baby food (1.00),none,none,none,none
"For those who have grown up vegetarian, how would you describe the taste of different meats (chicken, beef, pork, etc.)?","different meats ( chicken, beef, pork, etc. ) (0.93)",none,none,none,none,none
Which is the best non veg pizza in dominos?,the best non veg pizza in dominos? (1.00),none,none,none,none,none
What's the difference between mayonnaise and salad dressing?,mayonnaise and salad dressing? (0.99),none,none,none,none,none
Do you know how to quickly bring an egg that has just been taken out of the refrigerator to room temperature?,egg that has just been taken out of the refrigerator (1.00),room temperature (0.90),none,none,none,none
Is there any food an air fryer can’t cook?,air fryer can ’ t cook (1.00),none,none,food (0.97),none,none
Is it ok to eat a peach fruit cup that's 7 years old?,peach fruit cup that's 7 years old (1.00),none,none,none,none,none
"Is it bad if two people order one meal in a restaurant to avoid wasting food? If not, why does it feel so?",bad (0.52),one meal in a restaurant (0.87),none,wasting (0.99),food (0.61),none
How hot should oil be for frying?,frying (0.82),none,none,hot (0.27),oil (0.62),none
"Even if I love the taste of meat, I want to become a vegetarian for ethical reasons. How can I do that?",meat (1.00),none,none,ethical reasons (0.71),none,none
Would you prefer a delivery bot or an actual person to deliver your food?,delivery bot (1.00),actual person (1.00),food (1.00),none,none,none
Is China the biggest honey producer in the world?,honey producer (0.90),none,none,none,none,none
"Why doesn’t my baby brother (1.5 years old) not eat his food, and usually when he does eat it gets stuck in his throat, he doesn’t have appetite apart from breast milk?",baby brother ( 1. 5 years old ) not (0.98),food (0.78),stuck (0.44),it (0.53),appetite apart from (0.99),breast milk (1.00)
"How was it decided we could eat duck eggs during the war in the UK? I was in a children's home in Devon, and distinctly remember those large eggs.",duck eggs during the war (1.00),the uk (1.00),children's home (1.00),large (0.76),none,none
Which part of the plant is cabbage?,plant (0.98),cabbage (0.91),none,none,none,none
What are the health benefits of eating goat meat?,goat meat (1.00),none,none,health (0.57),none,none
What do we call the people who eat meat and fish?,meat and fish (1.00),none,none,none,none,none
"When it comes to English culinary cuisine, I believe Shepherd's Pie to be the top of the menu. Can you change my mind?",english culinary cuisine (0.98),shepherd's pie to be the top of the menu (0.99),none,none,none,none
What meal can you eat everyday to lose weight?,meal (0.63),everyday (0.87),none,weight (0.94),none,none
Is raw hamburger meat bad if it is brown on the outside?,raw hamburger meat bad (0.90),it (0.80),on the outside (0.81),brown (0.54),none,none
Were the condemned offered a last meal in the Soviet Union during the Stalin era?,condemned (0.49),last meal in the soviet union during the stalin era (1.00),none,none,none,none
How can you fix a cast iron pan that becomes sticky after cooking?,cast iron pan that becomes sticky after cooking (1.00),none,none,none,none,none
Can eating certain foods trigger appendicitis?,##end (0.55),none,none,foods (0.35),app (0.83),##icitis (0.59)
What fact did you learn that made you stop eating a particular food?,particular food (0.98),none,none,fact (0.47),none,none
How long can I go without eating before I get very sick?,none,none,none,eating (1.00),sick (0.29),none
How much is a serving of coffee?,serving (1.00),coffee (1.00),none,none,none,none
Can you eat eggplant on your period?,eggplant (1.00),period (1.00),none,none,none,none
Is it safe for plumbing to flush a partially-consumed typical size entree down the toilet? I don't want my husband to find out I have been eating just a tiny amount of the food in my doctor prescribed meal plan.,partially - consumed typical size entree down the toilet (1.00),tiny amount of the food in (0.99),doctor prescribed meal plan (1.00),none,none,none
"Why are companies making meat-free, meat-style dishes? Surely vegetarians do not desire these items as they are a reminder of meat consumption.","meat - free, meat - style dishes (1.00)",items (0.92),consumption (0.99),meat (1.00),none,none
Is artificial meat kosher?,artificial meat kosher (0.91),none,none,none,none,none
What's avocado fruit called in Kannada?,avocado fruit called in kannada (0.94),none,none,none,none,none
"I don’t eat during the day at all. Usually, I might have a bowl of cereal before bed then not eat until the next night (same thing). What effect will this have on me?",bowl (0.99),next (0.42),( same thing ) (0.40),cereal (0.75),night (0.26),none
What meal is the most important meal of the day?,meal (0.76),most (0.79),important (0.51),none,none,none
Which is worse for the body? Eating too fast or eating too little?,body (0.89),eating too fast or eating (0.70),little (0.88),none,none,none
"Question to vegans. If animals died peacefully with no pain or harm, old age for example, would you still eat meat? I’ve asked TVT and she never replied.",vegans (0.62),animals died peacefully with no (0.93),age (0.55),"pain or harm, old (0.85)",tvt (0.68),none
Is it true that a Teflon non-stick pan has a better overall taste and flavor to it when cooking steak meat than a cast iron pan which possesses a more metal taste?,teflon non - stick pan (1.00),overall taste and flavor (1.00),it when cooking steak meat (0.88),better (0.96),more (0.95),none
"I've been binge eating for years now. I tried everything and I just can't seem to stop. How can I stop this, and is there anyway I can distract myself from thinking about food?",i just can't seem to stop (0.91),none,none,everything (0.55),anyway (0.93),food (0.99)
How did some restaurants manage to survive through the COVID-19 pandemic restrictions?,restaurants (0.97),covid - 19 pandemic restrictions (0.97),none,none,none,none
Can I eat eggs and buttermilk together?,eggs and buttermilk together (1.00),none,none,none,none,none
"Why does my sister eat a lot of food, then force herself to puke it back up? She says it makes her stomach feel better? I don’t think it’s healthy.",food (0.98),##ke it back up (0.85),stomach (0.74),pu (0.89),better (0.27),healthy (0.48)
What are the side effects of eating instant noodles every day?,instant noodles every day (1.00),none,none,side (0.98),none,none
Can a nutritionist work from home in 2021?,nutritionist (1.00),2021 (0.90),none,none,none,none
What is the healthiest food we can eat?,healthiest food (1.00),none,none,none,none,none
What is the best way to reheat a McDonald's Big Mac?,##hea (0.75),mcdonald's big mac? (0.97),none,none,none,none
Why does Islam permit non-vegetarian food?,non - vegetarian food (0.86),none,none,islam (0.84),none,none
In Mexican cooking why is it that some people boil their salsa ingredients and some roast them? Is it preference? Is there a huge flavor difference? And as a person who's only roasted my salsa should I try it boiled?,mexican cooking (0.82),their salsa ingredients and (0.92),them (0.96),roast (1.00),preference (0.96),huge (0.59)
"Eating has become a pointless effort over the past few months. I usually only drink a cup of juice and eat maybe one half of a sandwich. I actually feel fine, but my husband is concerned. What do I do?",pointless effort (0.92),months (0.35),cup of juice (0.91),none,none,none
Does Burger King have Beyond Meat?,burger king (1.00),none,none,beyond meat (1.00),none,none
Why do I get gum pain after eating meat?,gum pain after eating meat (0.86),none,none,none,none,none
What specific nutrients and foods have been identified to be particularly beneficial for lung health and what foods are potentially detrimental so should be avoided?,health (0.57),none,none,specific nutrients and (0.50),foods (0.72),lung (0.89)
Would eating a plastic bag be vegan?,plastic bag (1.00),vegan (0.78),none,none,none,none
What can we do if infants drink milk and lemon?,infants (0.84),milk and lemon? (1.00),none,none,none,none
"If you ordered 1000 French fries and 1000 chicken McNuggets, which one would McDonald's most likely prepare?","1000 french fries and 1000 chicken mcnuggets, (1.00)",one would mcdonald's most likely prepare (1.00),none,none,none,none
How much is 30 mL in tablespoons?,30 ml in tablespoons? (1.00),none,none,none,none,none
"Why is pizza unhealthy when its ingredients are tomato, cheese, wheat, and eggs, which are all healthy?","pizza unhealthy when its ingredients are tomato, cheese, wheat, and eggs (0.98)",which (0.42),none,healthy (0.84),none,none
Can jackfruit kill you?,jackfruit (0.99),none,none,none,none,none
What kind of gelatin is in vitamin D3?,##atin (0.98),vitamin d3 (0.68),none,gel (0.94),none,none
What is celery in Telugu?,celery (1.00),telugu (0.92),none,none,none,none
How often do you eat canned or boxed soups and has this changed during the COVID-19 pandemic?,canned or boxed soups (1.00),this (0.84),the covid - 19 pandemic (0.99),changed (0.99),during (0.41),none
"If you were on death row, what would you request for your last meal?",death row (0.97),last meal (0.78),none,none,none,none
Can you keep healthy bones as a vegan?,healthy bones as (1.00),vegan (1.00),none,none,none,none
What are some things kids used to eat in the past that they no longer do?,kids (0.92),past (0.51),none,none,none,none
Why doesn't anyone make beer out of potatoes?,beer out of potatoes (1.00),none,none,none,none,none
How common are parasites in farmed fish compared to wild-caught fish?,farmed fish compared to wild - caught fish (1.00),none,none,none,none,none
How is pancetta different from other cured meats?,pancetta (1.00),from other cured meats (0.95),none,none,none,none
