utterance,dishname_first (score),dishname_second (score),dishname_third (score),ingredient_first (score),ingredient_second (score),ingredient_third (score)
"Reference the current 8 million pounds of chicken recall because of listeria, Why not instead instruct everyone to re-cook at high temp instead of wasting all that meat? For that matter it could even be cooked and used as animal feed etc?",current 8 million pounds of (0.94),chicken recall because of (0.99),"##ia, (0.91)",lister (0.93),instead (0.40),re (0.44)
How do I dry cure meat at home?,cure meat (1.00),none,none,none,none,none
How long is leftover meat good for?,leftover meat (1.00),for (0.94),none,none,none,none
How do you cook a tender strip steak?,tender strip steak (1.00),none,none,none,none,none
What is the best container for marinating meat?,the best (1.00),##ting meat (0.96),none,marina (0.99),none,none
"Lots of liquid/blood will come out when I dry brine cold meat slices with salt, but no liquid/blood will come out when I do it with frozen meat. Why?","brine cold meat slices with salt, (0.93)",none,none,liquid / blood (1.00),come out (0.79),liquid / blood (0.99)
Is it true that a Teflon non-stick pan has a better overall taste and flavor to it when cooking steak meat than a cast iron pan which possesses a more metal taste?,teflon non - stick pan (1.00),overall taste and flavor (1.00),it when cooking steak meat (0.88),better (0.96),more (0.95),none
What are the benefits of eating dog meat?,dog meat (1.00),none,none,none,none,none
Why do we put salt on our meat?,on (0.41),meat (0.89),none,salt (0.76),none,none
"How can I kill/disinfect all viruses, bacteria, prions, germs from any kind of raw meat without cooking it?",disin (0.76),"all viruses, bacteria, prions, germs from any kind of raw meat (0.97)",none,cooking it (0.75),none,none
"I ate meat my whole life, but today for some reason I couldn't. When I saw the food, I felt bad for the animals that were killed. Am I going crazy?",meat (0.82),food (0.94),animals (0.80),none,none,none
"When did rabbits stop being sold in Melbourne and Sydney butchers, but are still available in country butchers?",rabbits (0.97),"melbourne and sydney butchers, (0.98)",butchers (1.00),country (0.74),none,none
Do vegetarians smell nicer than people who eat meat?,nice (0.95),meat (0.99),none,none,none,none
How do vegans justify feeding their cats & dogs meat?,vega (0.96),cats & dogs meat (1.00),none,none,none,none
What happens if you cook a steak over high heat?,steak over high heat (1.00),none,none,none,none,none
What type of meat scares you the most?,none,none,none,meat (1.00),none,none
Am I the only one who disliked meat before even knowing where it comes from? I thought kids were supposed to be picky eaters.,meat (0.87),kids (0.99),picky eaters (0.98),before (0.60),even knowing where it comes from (0.55),none
How do I debone a turkey for turducken?,turkey for turducken? (1.00),none,none,none,none,none
"Are vegans against all suffering, or only animal suffering in the context of meat factories (and not in the contexts of being driven from their homes to make room for vegetable farms)?",vega (0.91),or (0.64),meat factories ( (0.94),"all suffering, (0.96)",only animal suffering (0.93),none
Do whole foods use meat glue?,whole foods (1.00),none,none,meat glue (1.00),none,none
How is beef farming and meat profitable?,beef farming and (0.92),profitable (0.51),none,meat (0.57),none,none
What is the difference between halal meat and haram meat?,halal meat and haram meat (1.00),none,none,none,none,none
"How much nutrition does human ""meat""/flesh have?","human "" meat "" / flesh (1.00)",none,none,nutrition (1.00),none,none
Can cooked ground beef still be pink inside?,ground beef (0.78),pink inside (0.73),none,none,none,none
Does marinating a steak in beer before grilling it help to improve the flavor?,steak in beer before grilling it (1.00),none,none,marina (0.99),flavor (0.56),none
Why does freshly killed meat taste different from aged meat?,freshly killed meat taste different from aged meat (0.95),none,none,none,none,none
How many calories are in 1kg of meat?,##ories (0.97),in (0.63),1kg of meat (1.00),cal (0.99),none,none
What is the best no meat empanada filling?,the best no meat empanada filling? (0.98),none,none,none,none,none
How many people will one 40 oz tomahawk steak feed?,40 oz tomahawk steak feed (1.00),none,none,none,none,none
How can you convert a mini fridge to a dry ager for beef at a reasonable cost?,mini fridge to (1.00),dry ager for beef (1.00),none,none,none,none
Can cats/dogs eat cooked meat that was left out overnight?,cats / dogs (1.00),cooked meat that was left out overnight (1.00),none,none,none,none
What does the New Testament say about eating meat?,new testament (0.98),meat (1.00),none,none,none,none
Why is fish healthier than other meats?,healthier than other meats (0.79),none,none,fish (0.61),none,none
How do I broil skirt steak in an oven?,skirt steak in an oven (0.89),none,none,none,none,none
"If processed meat is so unhealthy, how are the Germans able to eat it frequently without significant damage to health?",meat (0.61),un (0.44),germans (0.54),##healthy (0.45),significant damage to (0.75),health (1.00)
Is eating only red meat the best diet? Why?,only red meat the best diet (0.96),none,none,none,none,none
Can a boneless chicken breast be tenderized with a tenderizer?,boneless chicken breast (1.00),tenderized with a tenderizer (1.00),none,none,none,none
What are some good vegan bacon substitutes?,good vegan bacon substitutes (1.00),none,none,none,none,none
Why do some people return to eating meat after they have been vegetarian for many years?,meat (1.00),none,none,none,none,none
"Can you eat an old chicken after it stops laying eggs, or will the meat be tough?","old chicken after it stops laying eggs, (0.95)",none,none,meat (1.00),tough (0.80),none
"Why do so many people lack the respect to understand that while dogs aren’t considered as food in their culture, they are considered as such in another culture? They always express outrage when someone eats dog meat.",dogs (0.51),when (0.60),dog meat (0.99),respect (0.95),food (0.60),such (0.57)
Why is horse meat haram?,horse meat haram (1.00),none,none,none,none,none
How do I make chimichurri sauce for steak?,chimichurri sauce for steak (1.00),none,none,none,none,none
Is cured meat fully cooked?,none,none,none,meat (0.49),cooked (0.69),none
"If meat grew on trees instead, would carnivores become vegetarians? Why or why not?",meat (0.64),trees (0.97),carnivores (1.00),why (0.62),none,none
My boyfriend hits my shoulder. But he practices good dietary health choices and eats plenty of dark leafy greens and lean meats and an assortment of fruits and vegetables. I think the pros outweigh the cons. Do they?,good dietary health choices (1.00),dark leafy greens and lean meats and (0.99),and vegetables (0.90),fruits (1.00),none,none
Why is homemade steak not as good as steak from a restaurant?,homemade steak (1.00),good as steak from a restaurant (0.89),none,none,none,none
How do you make taco meat less greasy?,taco meat less greasy? (1.00),none,none,none,none,none
Why do I keep dreaming about eating meat when I'm a vegetarian?,meat (1.00),none,none,none,none,none
"In an upscale restaurant if you were eating pork or lamb chops, could you use your hands to eat all the yummy meat off the bone?",upscale restaurant (1.00),pork or lamb chops (1.00),the yummy meat off the bone (0.99),hands (0.98),none,none
How many calories are in a 16 oz steak?,##ories (1.00),16 oz steak? (0.92),none,cal (1.00),none,none
What is the most ethical meat to eat?,ethical (0.64),meat (0.96),none,none,none,none
Is it safe to store meat in the freezer wrapped in aluminium foil?,meat in the freezer wrapped in aluminium foil (1.00),none,none,none,none,none
How many burgers can you get out of a pound of meat?,burgers (0.90),pound of meat (0.97),none,none,none,none
Can you buy Wagyu cows?,wagyu cows (1.00),none,none,none,none,none
What are the disadvantages of eating beef?,beef (1.00),none,none,none,none,none
Where do you stick the thermometer in a rack of lamb?,thermometer in (1.00),rack of lamb? (1.00),none,none,none,none
Why was meat salted instead of left fresh?,meat salted instead of left fresh? (0.99),none,none,none,none,none
Does anyone from Geneva or Switzerland know if a meat plant called Geneva Hammel actually exists?,or switzerland (1.00),meat plant called geneva hammel actually (1.00),none,geneva (0.88),none,none
"Which is the healthiest choice, a chicken sandwich or a beyond beef (veggie) burger?",healthiest (0.78),chicken sandwich or a beyond beef ( veggie ) burger (1.00),none,none,none,none
Is flat iron steak the same as bavette?,flat iron steak (1.00),as bavette (1.00),none,none,none,none
Why can beef be cooked rare but not chicken or pork?,beef (1.00),cooked rare but not chicken or pork (0.96),none,none,none,none
How much ground beef is needed for tacos for 50?,tacos for 50? (1.00),none,none,ground beef (0.78),none,none
How long does it take to fry pork loin chops?,pork loin chops (1.00),none,none,none,none,none
Why do people think that eating meat is good for them when evidence suggests otherwise?,meat (1.00),when (0.53),none,evidence (0.98),otherwise (0.99),none
What do you say to a rude non-vegetarian who attacks you for not eating meat?,rude non - vegetarian who attacks (1.00),none,none,not (0.77),meat (0.99),none
How do I cook a New York sirloin steak?,new york sirloin steak? (0.98),none,none,none,none,none
What is the difference between salt pork and regular pork?,salt pork and regular pork? (1.00),none,none,none,none,none
"What happens when you only eat meat, vegetables and fat?","meat, vegetables and fat? (0.99)",none,none,none,none,none
Is Striploin the same as the New York Strip?,striploin (1.00),new york strip (1.00),none,none,none,none
"If humans are meant to be vegan, then why does pretty much every culture all around the world eat meat and dairy?",humans (0.85),vegan (0.99),pretty much every culture all (0.93),meat (1.00),none,none
"Do you like to eat your steak rare, medium rare, medium, or well done?","steak rare, medium rare, medium, or well done (1.00)",none,none,none,none,none
In what ways will lab-grown meats impact the average person?,lab - grown meats (1.00),average person (1.00),none,none,none,none
Does China consume more meat from chicken or duck?,from chicken or duck (0.98),none,none,meat (0.92),none,none
Why don't people eat more plant-based meat?,plant - based meat (1.00),none,none,none,none,none
"I'm a ""seasonally"" vegetarian, I eat meat only on December of every year. Am I still a vegetarian and contributing to animals and humanity as well or not and I am just wasting my time?",""" seasonally "" (0.89)",meat only on december of every year (0.86),and (0.70),animals (0.99),humanity as well (0.59),none
Is it good to eat meat twice everyday?,meat twice everyday (1.00),none,none,none,none,none
"Why do people say eating meat makes you strong like an ox, but many strong and big animals don't eat meat?",meat (0.50),strong like an ox (0.71),strong and big animals (0.51),many (0.31),meat (0.99),none
Why did Fox News hosts push the false story that President Biden was going to limit how much red meat Americans could eat?,fox news (0.99),false story (0.95),president biden (0.93),none,none,none
How much real beef is in a Big Mac?,beef (1.00),in (0.50),big mac? (1.00),real (1.00),none,none
"What effect would it have on your health to eat maggot infested meat, and have you ever done it?",maggot infested meat (1.00),none,none,none,none,none
Does a quick and painless death of an animal justify eating meat?,quick and painless death of (1.00),animal (0.99),none,meat (0.52),none,none
What can you do with A5 Wagyu fat?,a5 wagyu fat (1.00),none,none,none,none,none
Why won't people stop eating meat even though its not the best thing for our bodies and the planet?,meat even though its not the best thing for (0.99),the planet (0.52),none,bodies (0.50),none,none
How is the taste of meatball in your area?,meatball (1.00),none,none,none,none,none
Why is gyro meat considered healthy?,gyro meat (1.00),none,none,healthy (0.43),none,none
How much does meat shrink when cooked?,meat (0.74),when cooked (0.67),none,shrink (0.59),none,none
Are all chicken meats owned by fried chicken restaurants injected with salt before they are coated with seasonings?,chicken meats (1.00),fried chicken restaurants injected with salt before they (0.92),none,season (1.00),##ings (0.72),none
Does dry aged steak taste like normal steak?,dry aged steak (1.00),normal steak (1.00),none,none,none,none
What is the lowest temperature you can cook lamb?,lowest (0.49),lamb (1.00),none,none,none,none
Is chicken the only bird meat that is dangerous when undercooked?,bird (0.74),meat (0.38),when underco (0.50),chicken (0.96),dangerous (0.76),##oked (0.70)
"If plants are so delicious, then why do people try so hard to make it taste like meat?",plants (0.77),meat (0.73),none,delicious (0.29),it (0.49),none
"What meat is good for uric acid, goat meat or sheep meat?","uric acid, goat meat or sheep meat (1.00)",none,none,meat (0.98),none,none
What is utility meat?,none,none,none,utility meat (0.96),none,none
Why do some people think that ketchup should not be put on an inferior meat product such as a hot dog?,ketchup should not be put on an inferior meat product such as a hot dog (1.00),none,none,none,none,none
"What are some good cuts of meat (beef, chicken, or pork) that are not expensive to practice using my offset smoker if you are just starting out?",good cuts (0.96),"meat ( beef, chicken, or pork ) that (0.99)",offset smoker (1.00),none,none,none
Does bacteria grow when meat is thawed on a counter?,when (0.70),meat is thawed on a (0.89),counter (0.97),bacteria (0.99),none,none
What kind of knife is the best for slicing or cutting meat?,knife (0.67),slicing or cutting meat (0.95),none,none,none,none
Which pizza chain has the best meat lovers' pizza?,pizza chain (0.98),the best meat lovers ' (0.79),? (0.92),pizza (0.59),none,none
Why is it bad to eat raw beef?,raw beef (1.00),none,none,none,none,none
What is your opinion on food that tastes like meat but has no meat inside it?,food (1.00),tastes (0.57),none,meat (0.96),no (0.96),meat inside it (0.97)
Does checking on slow-cooked meats such as brisket by opening your oven or smoker make the meat worse/tougher?,slow - cooked meats such as brisket by opening (1.00),oven or smoker (1.00),the meat worse / tougher (0.93),none,none,none
What is the best lean type of steak?,the best lean type of steak (0.99),none,none,none,none,none
"Which is better to wrap meat in, foil or butcher paper?","meat in, foil or butcher paper? (1.00)",none,none,none,none,none
How is a bear meat Hamburg steak filled with both fat and red meat made? Why?,bear meat hamburg steak filled with both fat and red meat made? (1.00),none,none,none,none,none
Why is it allowed to eat dog meat but it’s illegal to eat human even though dogs are more likely to have the strongest emotional connection with humans than person to another person (like dog Hachiko)?,dog meat (1.00),even (0.98),strongest emotional connection (0.93),human (0.95),dogs (0.78),the (0.41)
What animal meat tastes the closest to human meat?,animal (0.59),closest (0.85),meat (0.49),meat (0.28),human (0.95),none
"Are humans supposed to be vegetarian? A friend told me that humans are not supposed to eat meat, based on the fact that our teeth are flat like grass-eating cows, and not sharp fangs like tigers, is this true?",humans (0.83),"meat, (0.93)","grass - eating cows, (1.00)",teeth (0.72),flat (0.79),sharp (0.66)
According to the Bible is lamb meat okay to eat?,lamb meat okay (0.96),none,none,bible (0.71),eat (0.53),none
Does quail meat taste better than chicken?,quail meat (1.00),none,none,chicken (0.97),none,none
"What's the difference between Angus, Prime rib and Sirloin burger patties?","angus, prime rib and sirloin burger patties (1.00)",none,none,none,none,none
Why does my stomach hurt after I eat red meat?,stomach (0.61),red meat (1.00),none,none,none,none
Do people who eat meat automatically end up in hell?,meat automatically (0.94),none,none,hell (0.76),none,none
How does one become a vegan when he actually can't live without meat?,vegan when he actually can't live (1.00),none,none,meat (1.00),none,none
What are the cutest animals to eat?,cutest animals (0.97),none,none,none,none,none
"What is artificial meat made of, and why is it said it's not healthy?",artificial meat (0.92),of (0.99),said it (0.42),healthy (0.89),none,none
Can you steak camel meat?,camel meat (0.99),none,none,none,none,none
"English movies, TV series set in ancient and medieval times show that Rich Europeans eating meat and fruits, while poor Europeans eating bread. Roasted meat and fruits are healthy, but should they be eaten together and they never ate vegetables?",english movies (0.98),tv series (0.76),ancient and medieval times (0.93),meat (0.71),bread (0.87),roasted (0.46)
"My grandma just mentioned that she was feeding old meat (several years old frozen) to her dogs and they went crazy for the broth in particular, why would this be?",grandma (0.61),old meat ( several years old frozen ) to her dogs (1.00),they went crazy for the broth (1.00),none,none,none
What are the benefits of plant-based meat?,plant - based meat (1.00),none,none,none,none,none
What pet peeve about deli or meat counters at supermarkets that have horizontal lines can you describe to us?,pet peeve about deli or meat counters at supermarkets (0.95),none,none,horizontal lines (0.99),none,none
Does Australian lamb taste gamey?,australian lamb (0.99),gamey? (0.98),none,none,none,none
What is the best way to order a steak?,steak (1.00),none,none,none,none,none
Is eating raw meat Hungarian culture?,raw meat hungarian culture (1.00),none,none,none,none,none
Why is it bad to defrost frozen meat and then freeze it again?,frozen meat (0.75),freeze it again (0.84),none,defros (0.55),none,none
Is black pudding like summer sausage?,black pudding (0.99),summer sausage (1.00),none,none,none,none
Why is pork skin not removed like beef and lamb?,pork skin (0.97),removed (0.73),beef and lamb (0.99),none,none,none
What are some tips for going vegetarian if I like the taste of red meat?,taste (0.38),meat (0.98),none,red (0.67),none,none
What is the difference between beef and steak?,beef (1.00),steak (0.97),none,none,none,none
"Is penguin and seal meat tasty, and where is it available legally?",penguin and seal meat tasty (0.93),none,none,legally (0.32),none,none
"What is the difference between ham, bacon and pork?","ham, bacon and pork? (0.94)",none,none,none,none,none
Why is it customary to serve red wine with meat dishes? Does it really make a difference?,red wine with meat dishes (1.00),difference (0.97),none,none,none,none
"Can beef be enjoyed regularly as part of a healthy, balanced diet?",beef (0.93),regularly (0.75),"healthy, balanced diet (1.00)",none,none,none
Is it harmful for a toddler to have medium-rare meat?,toddler (1.00),medium - rare meat (0.88),none,none,none,none
What will happen if you don't brown the stew meat first before cooking a beef stew (and plan to cook it all day to make it tender)?,the stew meat first before (0.91),beef stew ( (1.00),it all day (0.81),none,none,none
"As an avid meat eater, is there a line you draw as to what species you will consume? Why?",meat eater (0.54),line (1.00),none,species (0.54),none,none
How do you convince meat-lovers to become vegetarian?,meat - lovers (1.00),vegetarian (0.52),none,none,none,none
Which cut of steak has the most flavor and fat?,steak (1.00),none,none,most (0.52),flavor and fat? (1.00),none
What is so good about wet aged beef?,wet aged beef? (0.99),none,none,none,none,none
Is raw hamburger meat bad if it is brown on the outside?,raw hamburger meat bad (0.90),it (0.80),on the outside (0.81),brown (0.54),none,none
Why are some meats more expensive than others?,meat (0.95),others (0.72),none,##s more expensive (0.91),none,none
Does human tissue/meat marble like beef?,human tissue / meat marble (0.98),beef (0.37),none,none,none,none
Why is goat meat considered red meat?,goat meat (0.99),red meat (0.78),none,none,none,none
Why do vegans hate meat even though other animals eat meat?,vegans (0.95),other animals (0.71),none,meat (0.80),meat (0.97),none
What temperature should you cook a pot roast to so the meat falls apart?,pot roast to so the meat falls apart (1.00),none,none,none,none,none
When is pork done?,pork done (0.88),none,none,none,none,none
Is it possible to make sandwich meat with no nitrates?,sandwich meat with no nitrates (1.00),none,none,none,none,none
How do you cook cheap steak?,cheap steak (1.00),none,none,none,none,none
Are meat eaters on a primitive consciosness level compared to vegetarians?,meat (0.89),primitive consciosness level (1.00),none,none,none,none
Is feeding a cat tuna broth safer than tuna meat?,cat tuna broth safer than tuna meat (1.00),none,none,none,none,none
Is chicken breast a red meat or a white meat?,chicken breast (0.98),red meat or (0.91),white meat (1.00),none,none,none
What are the different types of meat available at Subway?,subway (0.83),none,none,meat (0.87),none,none
What does rabbit meat taste like?,rabbit meat (1.00),none,none,none,none,none
How do Chinese restaurants get their beef to be so tender? Like beef in black bean sauce or Mongolian beef etc. It almost falls apart in the mouth.,chinese restaurants (0.91),beef (0.97),be so tender? like beef in black bean sauce or mongolian beef etc. it almost (1.00),none,none,none
What would happen if I started eating meat after being a vegan for 9-10 months?,meat after being (0.93),vegan for 9 - 10 months (0.97),none,none,none,none
Which animal species do you like to hunt for its meat?,animal (0.74),none,none,meat (0.57),none,none
Who can help me cook meat?,meat (1.00),none,none,none,none,none
Why would someone say they don't like steak but they eat hamburger meat?,hamburger meat (0.98),none,none,steak (0.49),none,none
Is it true that fast food chains might be using expired meat?,fast food chains (1.00),using expired meat (0.86),none,none,none,none
Is it unhealthy to eat cured meat?,##hea (0.40),cured meat (1.00),none,##lth (0.43),none,none
What would happen to my body if I ate only meat and no vegetables for 5 years?,only meat and no vegetables for 5 years (0.97),none,none,none,none,none
Are the wagyu beefs sold from H-Mart and other groceries really authentic?,wagyu beefs sold from h - mart and other groceries (1.00),authentic (0.97),none,none,none,none
Do Muslim people feed their pets halal meat?,muslim (0.92),pets halal meat (1.00),none,none,none,none
How many Wagyu are there in Australia?,##gy (0.73),australia (0.65),none,wa (0.95),##u (0.71),none
What is the purpose of adding water to the ground meat used in wonton stuffing?,water to the ground meat used in wonton stuffing (1.00),none,none,none,none,none
Bechemel espagnole and bearnaise are types of which food?,be (0.88),##chemel espagnole and bearnaise (0.94),food? (0.99),which (0.98),none,none
What is the best frozen meat lover’s pizza?,the best frozen meat lover ’ s pizza (1.00),none,none,none,none,none
Can we eat meat and egg together?,meat and egg together (1.00),none,none,none,none,none
What kind of meat is oxtail?,oxtail (0.98),none,none,meat (0.55),none,none
Can Hare Krishna devotees eat meat?,hare krishna devotees (1.00),meat (1.00),none,none,none,none
Are ribs that fall off the bone overcooked?,ribs (0.99),fall off the (0.69),bone overcooked? (0.92),none,none,none
"Why are companies making meat-free, meat-style dishes? Surely vegetarians do not desire these items as they are a reminder of meat consumption.","meat - free, meat - style dishes (1.00)",items (0.92),consumption (0.99),meat (1.00),none,none
How does one make a moist meatloaf?,moist meatloaf? (1.00),none,none,none,none,none
What does a lamb shank taste like?,lamb shank taste (0.91),none,none,none,none,none
"What is the French bread filled with meat, cheese, and salad called?",french bread filled with (0.89),", cheese, and salad called (0.97)",none,meat (1.00),none,none
Is Morningstar Farms Sausage a much more healthy choice than the real meat?,morningstar farms sausage (1.00),much more healthy choice than the real meat (0.95),none,none,none,none
Which combination of objects do you use as a reference for a healthy serving of meat?,healthy serving of (1.00),none,none,objects (0.88),meat (0.80),none
