utterance,dishname_first (score),dishname_second (score),dishname_third (score),ingredient_first (score),ingredient_second (score),ingredient_third (score)
What are the advantages and disadvantages of sauteing?,advantages (0.91),##uteing (0.97),none,and disadvantage (0.52),sa (0.99),none
How do I cook a filet mignon medium well?,filet mignon medium well? (0.94),none,none,none,none,none
What cheese do you use in Cordon Bleu?,cordon bleu? (1.00),none,none,cheese (1.00),none,none
Is it better to cook wantons and then store them or store them in the fridge raw until they’re ready to cook?,wantons and then store them (0.89),them in the fridge raw until they ’ (0.87),cook (0.58),none,none,none
How do I cut the chicken into pieces to cook?,chicken into pieces (0.98),none,none,none,none,none
What is the best way to make my sourdough less sour?,sourdough less sour? (1.00),none,none,none,none,none
Is there a guaranteed way to crack an egg into a pan without breaking the yolk?,egg into a pan (1.00),none,none,breaking (1.00),the (0.87),yolk (0.96)
How do I cook calves liver and onions?,calves liver and onions? (1.00),none,none,none,none,none
How do I cook pasta without a pot?,pasta (1.00),none,none,a (1.00),pot (1.00),none
How do I chop a head of cabbage?,head of cabbage (1.00),none,none,none,none,none
How can you make a microwaved Caesar Salad taste good?,microwaved caesar salad taste good (1.00),none,none,none,none,none
Why is simmering important in making stocks?,stocks (0.83),none,none,simmering (0.97),none,none
Do you soak skewers in hot or cold water?,soak skewers in hot or cold water (0.98),none,none,none,none,none
How do I make tomato sauce with tomatoes?,tomato sauce with tomatoes? (1.00),none,none,none,none,none
How do you add smoke flavor to food cooked on a gas grill?,smoke flavor (1.00),food cooked on a gas grill (1.00),none,none,none,none
How do I thaw hash browns for a casserole?,tha (0.69),hash browns for a (0.90),casserole? (1.00),none,none,none
How does cooking time affect food?,food (0.94),none,none,cooking time (1.00),none,none
How do you fix Mac 'n Cheese That's too salty?,mac'n cheese that's too salty (1.00),none,none,none,none,none
How long does it take to cook a 10lb prime rib?,10lb prime rib? (1.00),none,none,none,none,none
"If you had to give either garlic or onion up in cooking, which one would it be?",garlic or onion up in cooking (1.00),one (0.41),none,none,none,none
What is the best way to check if bread dough is proofed?,bread dough is proofed (1.00),none,none,none,none,none
How do you make a weekend main dish with leftover last during the weekdays?,weekend main dish with leftover last during the weekdays (1.00),none,none,none,none,none
Do you have to soak toothpicks before baking?,so (0.48),toothpicks before baking (0.91),none,none,none,none
How many shrimps are 100g?,shrimps are 100g? (0.91),none,none,none,none,none
How do I make sauce out of tomatoes?,sauce out of tomatoes (1.00),none,none,none,none,none
How do I make all-purpose flour rise?,all - purpose flour rise? (1.00),none,none,none,none,none
Should eggs be at room temperature for pancakes?,eggs (0.96),room (0.76),pancakes (1.00),none,none,none
What is the benefit of soaking potatoes in water?,soaking potatoes in water (0.86),none,none,none,none,none
Do you add salt to an omelette?,salt (0.99),omelette (0.98),none,none,none,none
What spices would you put in roasted root vegetable soup purees?,roasted root vegetable soup purees (1.00),none,none,spices (0.97),none,none
How do I maintain oil temperature when deep frying at home?,oil temperature when deep frying (1.00),none,none,none,none,none
What can you do with overcooked simple syrup?,overcooked simple syrup (0.96),none,none,none,none,none
What is the best way to light up charcoal for barbecue?,charcoal for barbecue? (1.00),none,none,none,none,none
Why do people add ingredients to make their stew thick? What's wrong with runny stew?,stew thick? what's wrong with (0.92),##ny stew? (1.00),none,ingredients (0.99),run (1.00),none
How do I cook dried pinto beans fast?,dried pinto beans fast? (1.00),none,none,none,none,none
Are there any savory ideas (like for supper) for what you can do with bananas when their peels have gone brown?,##vory ideas ( like for supper ) for what you can do with bananas when their peels have gone (0.97),brown (0.43),none,sa (0.98),none,none
How do I use an easy bake ultimate oven?,easy bake ultimate oven (1.00),none,none,none,none,none
"When starting to cook, what should you practice and try to master first?",first (0.43),none,none,master (0.82),none,none
What can I do with leftover tomatoes?,none,none,none,leftover tomatoes (1.00),none,none
"When a recipe calls for partial ingredients, such as only the egg yolk, what are you supposed to do with the rest?",recipe (0.75),"partial ingredients, such as only the egg yolk (0.95)",none,rest (0.94),none,none
How do I make steamed broccoli taste good?,steamed broccoli taste good (1.00),none,none,none,none,none
How do I prepare a turkey before cooking?,turkey before cooking (1.00),none,none,none,none,none
Is it okay to bake chicken in its marinade?,chicken in its marinade (1.00),none,none,ba (0.79),none,none
How do I cook a 12 lb ham?,12 lb ham? (1.00),none,none,none,none,none
How can I prevent the breading from falling off my chicken as I prepare to cook it?,breading from falling off my chicken (0.96),none,none,none,none,none
How do I cook ham in a roaster?,ham in a roaster? (0.94),none,none,none,none,none
What are some tips for making a better sandwich?,better sandwich (1.00),none,none,none,none,none
What cannot be cooked in a steam oven?,steam oven (1.00),none,none,none,none,none
What are the pros and cons of stewing meat?,pros and cons of stewing meat (0.92),none,none,none,none,none
"Why do eggs stick to frying pans, no matter what material the pan is made of?",eggs (1.00),"frying pans, (0.98)",pan (0.98),material (0.99),none,none
Should you keep the skin on watermelon rinds when cooking?,skin on watermelon rinds when cooking (1.00),none,none,none,none,none
What’s your secret hack for boxed macaroni & cheese?,secret (0.99),boxed macaroni & cheese? (1.00),none,none,none,none
What's the best way to make a homemade mashed potato?,homemade mashed potato? (1.00),none,none,none,none,none
How do I know when a steak is done?,steak (1.00),done (0.99),none,none,none,none
What do spices mean for you for cooking? How do you usually dose?,none,none,none,spices (0.82),none,none
"One of the common problems in cooking starches is scorching, which resulted to starch granules settling in the bottom. How can we avoid this?","starches is scorching, which resulted (1.00)",##ch granules settling in (0.87),bottom (0.52),star (0.91),none,none
How long do you cook spaghetti sauce?,spaghetti sauce? (0.99),none,none,none,none,none
What is the best way to reheat breaded steak or pork?,reheat breaded steak or pork? (0.98),none,none,none,none,none
"If you have no cooking knowledge and experience and want to be able to cook professional-quality food for your future kids, should you go to culinary school?",professional - quality food (1.00),future kids (0.93),culinary school (0.85),cooking knowledge and experience (0.98),none,none
How do I make foods crispy and brown in the microwave?,foods crispy and brown in the microwave? (1.00),none,none,none,none,none
Is there any way to salvage soggy pasta?,soggy pasta (1.00),none,none,none,none,none
What happens if you cook with an unseasoned cast iron pan?,none,none,none,unseasoned cast iron pan (0.96),none,none
How do I thicken red beans and rice?,red beans and rice? (1.00),none,none,none,none,none
"I've been struggling for days to learn how to make rice pilaf, but I just can't get the hang of it. What is a good recipe or method to learn to make pilaf from scratch?",how to make rice pilaf (1.00),good (0.52),pilaf (1.00),scratch (0.95),none,none
How do I make a simple stir fry?,simple stir fry? (1.00),none,none,none,none,none
How do I spice up canned spaghetti sauce?,canned spaghetti sauce? (0.95),none,none,none,none,none
How long do you cook sea scallops?,sea scallops? (1.00),none,none,none,none,none
How do I make turkey gravy with giblets?,turkey gravy with giblets? (1.00),none,none,none,none,none
"What is velveting meat, and what are the benefits?",##ing meat (0.56),none,none,velvet (0.62),none,none
How do I steam salmon without a steamer?,salmon (1.00),none,none,steamer (1.00),none,none
How do you keep your nachos from getting soggy in the oven?,nachos from getting soggy in the oven (1.00),none,none,none,none,none
What is the best way to reheat cookies so they taste freshly baked?,reheat cookies so they taste freshly baked (0.96),none,none,none,none,none
How can I bake the food that is meant to fry?,food (1.00),meant (0.54),fry (0.67),none,none,none
"How would you get a person to eat your favorite dish, which contains an ingredient they don't like?","favorite dish, which contains an (0.95)",none,none,ingredient (0.83),none,none
How do I steam chicken in a rice cooker?,chicken in a (1.00),rice cooker (1.00),none,none,none,none
What should I bake on a Saturday?,saturday (0.99),none,none,none,none,none
What is the easiest and quickest way to cook an egg?,easiest and (0.65),##est (0.71),egg (1.00),quick (0.62),none,none
Are tupperware lids dishwasher safe?,tupperware lids dishwasher safe (1.00),none,none,none,none,none
How do I reheat tamales without a steamer?,tamales (1.00),none,none,a (0.99),steamer (1.00),none
What is ‘confit’ in cooking?,##t (0.82),none,none,con (0.97),##fi (0.57),’ (0.54)
What does adding vinegar or baking soda do to boiling eggs?,or baking (0.65),eggs (1.00),none,adding (0.76),vinegar (0.56),soda (0.85)
How do I cook beef cubes on a stove?,beef cubes on a stove (1.00),none,none,none,none,none
How rough should the finish on a pizza peel be?,pizza peel (1.00),none,none,rough (0.52),finish (0.39),none
What are some cooking tips or hacks?,none,none,none,cooking tips or hacks (0.94),none,none
How do you make pulled pork that is tender but not dry?,pulled pork that is tender but not dry? (1.00),none,none,none,none,none
What do I do with browned butter after frying a steak?,none,none,none,browned butter after frying a steak (0.99),none,none
How do I cut onions so that they won't make me cry?,onions (1.00),they (0.91),' (0.46),none,none,none
What is your favorite uncommon spice or herb to cook with?,favorite uncommon spice or herb to (0.98),with (0.94),none,none,none,none
What are some tips that would instantly make somebody a better cook?,instantly (0.30),better cook (0.73),none,tips (1.00),none,none
Why is it important to know different cuts of meat?,meat (0.99),none,none,none,none,none
What is the best temperature to cook a joint of beef?,joint of beef (1.00),none,none,none,none,none
How do I keep sliced potatoes from browning?,sliced potatoes from browning? (1.00),none,none,none,none,none
The nonstick coating seems to be coming off my pan. Is there a way to fix it or at least to get food not to stick?,nonstick coating (0.99),pan (1.00),it (0.52),food (0.47),stick (1.00),none
How long does it take to cook a precooked turkey?,precooked turkey (1.00),none,none,none,none,none
What is the best way to keep store-bought corn tortillas from tearing or breaking when you roll them into enchiladas?,store - bought corn tortillas from tearing or breaking when you roll them into enchiladas (1.00),none,none,none,none,none
How long do you cook a 3-pound roast at 350?,3 - pound roast at 350? (1.00),none,none,none,none,none
What is a substitute for water when cooking?,water when cooking (0.99),none,none,none,none,none
How do I deep fry in a pot?,pot (1.00),none,none,none,none,none
"How could you prepare a quick, tasty, and so good fish sauce that it makes a great impression at the table?","quick, tasty, and so good fish sauce that it makes a great impression (1.00)",none,none,none,none,none
Why should you always clean your grill with an onion?,grill with an onion (1.00),none,none,none,none,none
How long does risotto take to cook?,risotto (1.00),none,none,none,none,none
What is a simple but delicious potato recipe?,simple but delicious potato recipe (1.00),none,none,none,none,none
What can you use instead of pie weights?,pie weights (0.98),none,none,none,none,none
How do I cook snow peas on a stove?,snow peas on a stove (1.00),none,none,none,none,none
Can I use blue bonnet butter for a beignet recipe when it asks for unsalted butter?,blue bonnet butter (1.00),beignet recipe when it asks (1.00),##salted butter (1.00),un (0.98),none,none
How do I stop butter from burning when reverse searing steak?,butter from burning when reverse searing steak (1.00),none,none,none,none,none
Why does YouTube do nothing about the proliferation of fake and dangerous food/cooking hacks?,fake and dangerous food / cooking hacks (0.96),none,none,proliferation (0.75),none,none
What is the best way to drain grease from ground beef?,grease from ground beef? (1.00),none,none,none,none,none
How can I learn to cook delicious vegetables and be good in cooking vegetarian food?,delicious vegetables (1.00),good in cooking vegetarian food (1.00),none,none,none,none
Is spaghetti fattening?,spaghetti (0.79),fattening (0.52),none,none,none,none
What is proofing in cooking?,none,none,none,proof (0.99),cooking (0.68),none
"If I cooked three stews, one on the hob, one in the oven, and one in a slow cooker, how could a chef tell which way I cooked them?","three stews, one on the hob, one in the oven (1.00)",one in (0.97),slow cooker (0.99),none,none,none
How can I get breaded chicken to stop from sticking to the frying pan?,breaded chicken to stop from sticking to the frying pan (1.00),none,none,none,none,none
How do I cook a beef shank center cut?,beef shank center cut (1.00),none,none,none,none,none
The middle of my brownies aren’t cooking while the edges are burning. What do I do?,middle (0.81),brownies (1.00),cooking (0.41),burning (0.60),none,none
"If I use good cooking utensils, knives, frying pans, etc., will the food be delicious?",cooking (0.72),", knives, frying pans, (0.91)",food (0.73),utensils (0.94),etc. (0.79),none
How do I cook a pork shoulder butt roast?,pork shoulder butt roast? (1.00),none,none,none,none,none
How do you make one serving of rice?,serving (0.79),rice? (0.81),none,none,none,none
Can you show the pictures of the best vegetable dishes you cooked?,the best vegetable dishes you cooked (1.00),none,none,none,none,none
How can you choose a good microwave in order to be better protected from the waves it emits during cooking?,good microwave in (1.00),better protected (0.79),waves it emits during cooking (0.88),the (0.44),none,none
What's your favorite recipe to use for banana pudding? Why is it your favorite?,banana pudding (1.00),favorite (0.38),none,none,none,none
Why is garlic used in every savoury dish?,savoury dish (1.00),none,none,garlic (1.00),none,none
How do you prepare portobello mushrooms for stuffing?,portobello mushrooms for stuffing (1.00),none,none,none,none,none
Does studding a roast with garlic actually do anything?,roast with garlic actually (1.00),anything (0.57),none,stud (0.88),none,none
What are some ways of keeping cooked food from spoiling?,cooked food from spoiling (0.98),none,none,none,none,none
What is ‘parcooking’?,parcooking ’ (1.00),none,none,none,none,none
How can I make an easy dinner?,easy dinner (1.00),none,none,none,none,none
How does the microwave pizza button get the pizza cooked perfectly?,microwave pizza button (1.00),pizza cooked perfectly? (0.94),none,none,none,none
How long does it take to cook a beef round roast?,beef round roast (1.00),none,none,none,none,none
Can mashed potatoes be made on the stove without draining the potatoes?,mashed potatoes (1.00),made on the stove (0.89),none,draining (1.00),potatoes (0.56),none
How do I make butter sauce for crab?,butter sauce for crab? (1.00),none,none,none,none,none
What is a chef's trick to prepare boiled or grilled octopus but always as tender as butter?,chef's trick (1.00),boiled or grilled octopus but always as tender as butter (0.99),none,none,none,none
How do I cook two turkeys at once?,two turkeys (1.00),once (1.00),none,none,none,none
What are some ways to cheat saltiness when you add too much salt in your cooking?,saltiness when you add too much salt in (0.94),none,none,cooking (0.58),none,none
What food can you prepare under 10 minutes?,under 10 minutes (1.00),none,none,food (0.77),none,none
How do you add parmesan to a cream sauce so that it actually mixes into the sauce?,parmesan to a cream sauce so that it actually mixes into the sauce (0.99),none,none,none,none,none
What is the difference between cooking wine and regular wine in terms of changing food taste?,cooking wine and regular wine (1.00),food taste (1.00),none,changing (0.98),none,none
Why would chicken cooked on a grill turn out mushy?,chicken cooked on a grill turn out mushy? (1.00),none,none,none,none,none
Do you have to marinate meat in an airtight container?,meat in an airtight container (0.98),none,none,marina (1.00),none,none
How do I cook a free range turkey?,free range turkey (1.00),none,none,none,none,none
"Premade pizza dough frozen, and then expired. Can I use it to make pizza?","premade pizza dough frozen, and then expired (1.00)",pizza (1.00),none,none,none,none
What are ways to thicken an overly watery pancake batter without adding more flour?,overly watery pancake batter (1.00),none,none,adding (1.00),more (0.98),flour (0.98)
Do dried beans need to be soaked if they are going to be cooked in a slow cooker?,dried beans (1.00),soaked if they (0.69),cooked in (0.79),none,none,none
How long do you boil scallops?,scallops? (1.00),none,none,none,none,none
How do I cook chicken in a pot?,chicken in a pot? (1.00),none,none,none,none,none
How long do you barbecue chicken for?,chicken for (1.00),none,none,none,none,none
Why are my mashed potatoes watery?,mashed potatoes watery (1.00),none,none,none,none,none
How do I cook minute rice under a minute?,minute rice under a minute? (1.00),none,none,none,none,none
How do you cook frozen hash brown patties in a frying pan?,frozen hash brown patties in a frying pan (1.00),none,none,none,none,none
What happens if you only let pizza dough rise once?,pizza dough rise once (1.00),none,none,none,none,none
How do you grill salmon without it sticking to the grill?,salmon (1.00),none,none,it sticking to (0.63),the (0.90),grill (0.91)
How can I cook dried noodles with just hot water?,dried noodles with just hot water (1.00),none,none,none,none,none
What type of dishes can you turn off the appliance and finish cooking by the residual heat to conserve energy?,dishes (0.89),the appliance and finish cooking by the residual heat (0.99),none,energy (0.95),none,none
How exactly do you use pesto?,pesto? (1.00),none,none,none,none,none
Why is onion sweet when cooked in a large amount?,onion sweet when cooked in (0.99),large amount (0.86),none,none,none,none
Can you cook pizza on aluminum foil?,pizza on aluminum foil (1.00),none,none,none,none,none
What happens if you cook a pizza while leaving the cardboard on the bottom?,pizza (1.00),on the bottom (0.72),none,leaving (0.82),cardboard (0.87),none
What did you cook today?,none,none,none,none,none,none
How do I make a delicious dessert without using the oven?,delicious dessert (1.00),none,none,using (1.00),the (0.78),oven (1.00)
How do I make boxed stuffing taste better?,boxed stuffing taste better (1.00),none,none,none,none,none
How do I cook a young turkey breast?,young turkey breast (1.00),none,none,none,none,none
Is a scone supposed to be moist or more on the dry side?,scone (1.00),moist or more on the dry side (0.93),none,none,none,none
What can we cook with salted butter?,none,none,none,salted butter (1.00),none,none
Is searing meat before cooking worth the extra effort?,meat before (0.57),extra (0.47),none,cooking (0.57),effort (0.41),none
What's a surefire way to reheat steak the following day?,surefire way to reheat steak the following day (1.00),none,none,none,none,none
How long does it take to bake a pork shoulder?,pork shoulder (1.00),none,none,none,none,none
What is the best way to cook frozen dumplings?,frozen dumplings? (0.96),none,none,none,none,none
Is the time spent cooking worth it?,time spent cooking (1.00),none,none,none,none,none
How do I cook a pot roast fast?,pot roast fast? (1.00),none,none,none,none,none
How do I make stuffed green bell peppers?,stuffed green bell peppers? (1.00),none,none,none,none,none
How do I cook jalapenos on the stove?,jalapenos on the stove (1.00),none,none,none,none,none
I am bored of cooking an omelette. Is there any other recipe from egg ingredients that I can cook besides omelet?,omelette (1.00),recipe from egg ingredients (0.89),besides omelet (1.00),none,none,none
What causes the center of a cake to fall through after it’s been cooked in the oven?,center (0.46),cake (1.00),fall through after it ’ (0.54),cooked (0.38),oven (0.48),none
How do I bake chicken in an oven?,chicken in an oven (1.00),none,none,none,none,none
How long does it take to pressure cook navy beans?,navy beans? (1.00),none,none,none,none,none
How long does it take to reheat pasta in an oven?,reheat pasta in an oven (0.92),none,none,none,none,none
What is the best way to reheat prawns without making them hard or chewy?,reheat prawns (1.00),them (0.51),or chewy (0.98),making (0.97),hard (0.52),none
How long do you cook a beef roast at 350 degrees?,beef roast at 350 degrees (1.00),none,none,none,none,none
What is your favorite recipe for canned green beans?,canned green beans? (1.00),none,none,none,none,none
How do I cook pre-cooked turkey legs?,pre - cooked turkey legs? (1.00),none,none,none,none,none
Can you deep fry a whole raw potato?,whole raw potato (1.00),none,none,none,none,none
How do I bake a thick pork chop?,thick pork chop? (1.00),none,none,none,none,none
At what temperature should you deep fry hash browns?,deep fry hash browns? (0.94),none,none,none,none,none
Why does the ribbon stage in baking matter?,ribbon stage in baking matter (0.96),none,none,none,none,none
What is the optimal way to remove salt from cooked meat?,salt from cooked meat (1.00),none,none,none,none,none
What is the difference between the flour batter and sugar batter methods for mixing a cake?,flour batter and sugar batter (1.00),cake (1.00),none,none,none,none
How do I cook a beef roast without drying it out?,beef roast (1.00),it out (0.97),none,drying (1.00),none,none
How do I reduce the eggs from over-burnt at the sides in a wok?,eggs from over - burnt at the sides in a wok (1.00),none,none,none,none,none
Is there an efficient and cheap way to remove burnt stuff from the bottom of a pot?,efficient and cheap (1.00),burnt stuff from the bottom of (0.96),pot (0.67),none,none,none
How do I keep fresh pasta from sticking?,fresh pasta from sticking? (1.00),none,none,none,none,none
Is there an optimum (or minimum) thickness for a steak when cooking on a BBQ?,optimum ( or minimum ) thickness for a steak when cooking on a bbq (1.00),none,none,none,none,none
How long do you cook mustard greens?,mustard greens (1.00),none,none,none,none,none
What can you do with the left over skins from pelled potatoes and sweet potatoes? How would you store them?,left over skins from pelled potatoes and sweet potatoes (1.00),none,none,none,none,none
"What herbs, spices, and cheeses do you recommend to keep around to cook Italian food?",", spices, and cheeses (0.90)",italian food (1.00),none,herbs (0.70),none,none
Do you need to cook the white tofu you buy in stores before using it?,white tofu you buy in stores (1.00),none,none,none,none,none
Can you use a vegetable steamer to cook rice?,vegetable steamer (1.00),rice (0.98),none,none,none,none
How can I make my own cereal?,cereal (1.00),none,none,none,none,none
How can I make good pan crust pizza at home?,good pan crust pizza (0.96),none,none,none,none,none
What can an inexperienced cook make as an entree for large numbers of people?,inexperienced (0.84),make as an entree for large numbers of people (1.00),none,none,none,none
Which raw beans and raw grains cook the fastest?,beans and raw grains (0.90),the fastest? (1.00),none,raw (0.85),none,none
"Why won't bread crumbs keep on with my onion rings? When I blend my rings with the crumbs I put it on the pan, but once there, the crumb seems to disappear leaving only the white onion layer.",bread crumbs (1.00),with my onion rings (0.86),rings with the crumbs (0.96),none,none,none
How long does it take to deep fry pizza rolls?,deep fry pizza rolls (1.00),none,none,none,none,none
Why does a vegetable cook quicker in water than in a sauce?,vegetable (1.00),quicker in water than in a sauce (0.97),none,none,none,none
What is the best way to cook flank steak?,flank steak (1.00),none,none,none,none,none
Is it okay to use dried herbs when recipes call for fresh?,dried herbs when recipes call (1.00),? (1.00),none,fresh (0.99),none,none
"Can you cook a steak in a smoker? How does it compare to grilling, broiling, and pan-searing?",steak in a smoker (1.00),it (1.00),"grilling, broiling, and pan - searing (0.95)",none,none,none
Why does pizza dough become crumbly?,pizza dough (1.00),crumbly (0.99),none,none,none,none
How do I reheat chicken in the oven?,chicken in the oven (1.00),none,none,none,none,none
What’s an ingredient that you’re still hesitant to cook with?,ingredient (0.66),none,none,none,none,none
How do I cook a thin top round steak?,thin top round steak? (1.00),none,none,none,none,none
Is getting a thick cut of meat (1.5 inches+) to room temperature before cooking really that important when you're reverse searing?,thick cut of meat ( 1. 5 inches + ) to room temperature before cooking really (1.00),important when (1.00),reverse searing (0.91),none,none,none
How many times should you flip a steak when cooking?,steak when cooking (1.00),none,none,none,none,none
What is the fastest way to cook a meat salad?,meat salad (1.00),none,none,none,none,none
What seasonings pair well with garlic?,well with (0.43),none,none,seasonings (0.93),garlic (0.57),none
"When making potato salad, do you peel and chunk the potatoes first, or boil them while, peel, and chunk them after they are cooked?",potato salad (1.00),"peel and chunk the potatoes first, (0.92)","boil them while, peel, and chunk them after they (0.99)",cooked (0.72),none,none
How long do you cook a duck?,duck (1.00),none,none,none,none,none
My cake is stuck to the pan; what should I do now?,cake (1.00),none,none,the (0.97),pan (0.55),none
What are some amazing tricks to use when grilling fresh fruits?,grilling fresh fruits (0.97),none,none,amazing tricks (0.99),none,none
How do you like to cook your filet mignon?,filet mignon? (1.00),none,none,none,none,none
How long do you boil something to remove salt?,? (0.62),none,none,remove (1.00),salt (0.80),none
How do I prevent smoke when cooking in a pan with oil?,smoke when cooking in (0.93),pan with oil (0.99),none,none,none,none
My brother watches too many cooking contests and has challenged me - my best dish against his. What are some recommended winning dishes for an intermediate cook?,cooking contests (1.00),my best dish against (0.86),recommended winning dishes (1.00),none,none,none
How do you keep queso dip warm without scorching it?,queso dip warm without (1.00),##orching it (1.00),none,sc (0.99),none,none
How does garlic react in different cooking situations?,garlic (0.66),different cooking situations (0.75),none,none,none,none
How do I make stuffed bell peppers without tomato sauce?,stuffed bell peppers without tomato sauce (0.99),none,none,none,none,none
"What is the best way to rescue an over cooked, tough beef roast?","over cooked, tough beef roast? (0.95)",none,none,none,none,none
How long should rice be soaked in water before cooking?,rice (0.99),soaked (0.43),none,water (1.00),cooking (0.94),none
How can I keep peeled potatoes from turning brown before it's time to cook them?,peeled potatoes from turning brown before it ' (0.97),them (0.99),none,none,none,none
"I heard that French fries should be cooked twice to make them crispy, how do I do that?",french fries (1.00),cooked twice to make them crispy (1.00),none,none,none,none
How can I master using a knife for cooking without taking a course?,knife for cooking (1.00),none,none,taking (1.00),course (1.00),none
How do I cook goguma in the oven?,goguma in the oven (1.00),none,none,none,none,none
How do I cook chicken in a Dutch oven?,chicken in a dutch oven (1.00),none,none,none,none,none
How long should you cook frozen hash browns in a deep fryer?,frozen hash browns in a deep fryer (1.00),none,none,none,none,none
How do you guys handle steaks that have been cut too thin (1”)?,steaks that have been cut too thin ( 1 ” ) (1.00),none,none,none,none,none
How do you make an omelet taste better?,omelet taste better (1.00),none,none,none,none,none
Does the inside of a lid used to cook rice or steam vegetables have anything besides water on it?,inside (0.46),lid (0.99),rice or steam vegetables have anything (0.93),besides (0.36),water on (0.86),none
Can you salt a steak for 2 days?,steak for 2 days (0.99),none,none,none,none,none
What is the easiest way to find the end of a cling wrap roll?,end (0.61),cling wrap roll (1.00),none,none,none,none
How do you cook a frozen seafood salad?,frozen seafood salad? (1.00),none,none,none,none,none
What is a good method or product for pouring oil on your meal evenly?,product (0.55),pouring oil on your meal evenly (0.94),none,none,none,none
How do you fix an undercooked steak?,undercooked steak? (1.00),none,none,none,none,none
"If a dish is too spicy, how can I neutralize the hot spice?",dish (1.00),spicy (0.47),hot spice (0.77),neutral (0.51),none,none
How do I season collard greens without meat?,collard greens (1.00),none,none,meat (1.00),none,none
Does anyone actually have a chef to cook for them in their home?,them (0.47),none,none,chef (1.00),none,none
How long does it take to cook a meatball in an oven?,meatball in an oven (1.00),none,none,none,none,none
How much water do I add to a cup of white rice in a rice cooker?,cup of white rice in a rice cooker (1.00),none,none,water (1.00),none,none
How do I cook a sirloin tri-tip steak?,sirloin tri - tip steak? (1.00),none,none,none,none,none
What type of food should you never make in a slow cooker?,food (0.78),in (0.59),slow cooker (1.00),none,none,none
What is the best way to prevent fish from sticking to the pan?,fish from sticking to the pan (0.97),none,none,none,none,none
What is the best way to cook ribeye steak?,ribeye steak (1.00),none,none,none,none,none
What's your secret recipe for making popcorn at home?,secret (0.98),popcorn (1.00),none,none,none,none
How long do you soak red beans?,red beans? (1.00),none,none,none,none,none
Is prepared brown rice supposed to be harder than white rice? No matter how much water I add it doesn't turn out as tender.,brown rice (0.99),harder than white rice? (0.99),much (0.83),water (0.99),tender (0.95),none
How do I cook the perfect hot dog?,the perfect hot dog (1.00),none,none,none,none,none
How can I tell if pasta is overcooked?,pasta (1.00),overcooked? (1.00),none,none,none,none
How long does it take to cook a 2.6 pound roast?,2. 6 pound roast? (1.00),none,none,none,none,none
Why do some recipes call for a specific variety of rice?,specific variety of rice (1.00),none,none,recipes (0.98),none,none
Which is the best kitchen appliance and why?,the best kitchen appliance and why? (1.00),none,none,none,none,none
